"dbref","name","full_name","alias","sex","race","homeworld","affiliation","organization","occupation","business","background","lastconnected","im","email","url","away","status","quote","note"
"9085","BC_SubPro","**NONE**","SubPro","Unknown","**NONE**","","Unaffiliated","Caspar","SubPro Shipyards Builder","","See Ship and Upgrade Prices: Visit SubPro_Ships (SPS)","Fri Mar 28 21:23:57 2025","**NONE**","Please use @mail","**NONE**","","","","                      _______________________        ___________
                     /     SubPro            \.     /          |
                    |     .-------+   +---.   |    |     .-----+
                     \    \       |   |____)  |     \    \
                      `,   )      |          /       `,   )
            __________/    )      |   |-----'________/    )
           |              /       |   |     | Shipyards  /
           +-------------'        +---+     +-----------'"
"9092","Cori","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue Dec 26 21:21:50 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9093","Jar-Jar","**NONE**","jarjar","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Tue May 19 15:37:23 2009","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9105","Troy","","","male","Human","","Unaffiliated","Caspar","","","**NONE**","Fri Aug 29 08:33:40 2008","**NONE**","","**NONE**","","","","**NONE**
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded June 1999"
"9145","Minka","Minka Juhan","**NONE**","Male","Near Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Tue Jul 17 23:35:59 2012","**NONE**","**NONE**","**NONE**","","","","Rawr"
"9162","arezan","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Jul 11 13:37:16 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9163","Arano","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Aug 26 20:42:11 2016","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9166","Rowanfour","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 30 02:04:53 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9178","KevinBlue","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Jul 08 04:49:19 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9179","Rok","**NONE**","**NONE**","male","Chadra-Fan","","Unaffiliated","Independent","**NONE**","","**NONE**","Fri Dec 22 18:56:37 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9180","Rowan1","**NONE**","**NONE**","male","Human","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 30 02:06:53 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9194","Eae","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 07 06:47:52 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9195","AD-01","**NONE**","**NONE**","**NONE**","**NONE**","","Unaffiliated","Independent","**NONE**","","**NONE**","Sun May 11 13:44:17 2008","**NONE**","**NONE**","**NONE**","","","","Statement: I'm bad to a depth of 6.4cm, beneath which I am primarily composed of duratanium and various electrical systems.


Conciliatory: I have a heart of gold. Though it's mostly other heavy metals and a macrostatic capacitor core. And pure evil, of course, Master."
"9199","Bazil","Bazil Ard'rian McKenzie","Baz;Cricket","Neutered","Human","Tatooine","New Republic","Independent","Reformed Vagarian","Various (+background 50)","Type +background Bazil 0 to view Bazil's background.","","","[redacted-email]","[redacted]","I don't really play here, unless properly compelled.","","","There is no anger, there is no peace, there is calmness. There is no fear, there is no power, there is equality. There is no death, there is no life, there is existance. There is no power, there is no weakness, there is balance. There is no good. There is no evil. There is the Universe. And within it, Balance. Without it, Chaos. With Chaos, there is no life.

'Heroes are ordinary persons who are thrown into dangerous situations and during the story they prove to be extraordinary courageous and persistent.' (Petri Liukkonen)
There are two sorts of bad guys: Those that mean to be, and those that don't.

                     +background Bazil 99 for fun quotes!                      
               +background Bazil 90 for code you can ask me for!               

 Age: 27yrs 223d 11h 40m 27s
 IC Age: 52yrs 356d 19h 13m 23s
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded November 2000"
"9203","kaelir","**NONE**","**NONE**","**NONE**","**NONE**","","Imperial","**NONE**","**NONE**","","**NONE**","Tue Nov 08 09:48:58 2022","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9206","Rellik","Jarl Rellik","Jarl","Male","Human","","Imperial","Imperial Military","Unknown","Unknown","Jarl Rellik's sudden appearance within the Empire several years ago is surrounded with a lot of rumor and very little fact. What is known is that Rellik served in the Imperial Navy as an engineer before being transferred to R&D. It is also known that Rellik served with Bacaharan Valak for some time, as well. However, Rellik slipped into obscurity for years, which has been rumored to be a direct result of an affair with a Moff's daughter that would result in the birth of Venus Darkstar. Many years would pass before Jarl resurfaced as an Advisor to the now Emperor Valak. After Grand Admiral Adlerson retired, Rellik was made Valak's Warlord and tasked to create a special Task Force fleet and engage CDU forces. However, as fast as Rellik came into such power, he fell back into obscurity, only to resurface two years later as an employee of FoxTech Industries. Oddly enough, he has disappeared again, coincidentally around the same time that Emperor Valak was last seen.","Sun Sep 07 16:16:34 2025","**NONE**","[redacted-email]","**NONE**","","","","In SW MUSH: The Movie, Gary Oldman is cast as Jarl Rellik."
"9212","Roko","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Dec 17 15:56:51 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9229","Korsook","Mr. Korsook","Kor","M","Quarren","Deep Space","Unknown","CSA","Business","Merr-Sonn","Started life as a slave
                Set free by some nice-ish people
                Had no job, benefactor got him into the CSA military academy
                Was a 30-something cadet
                Sent to ends of the CSA on crap assignments
                Was recalled to the core for some real jobs
                Frocked to General and assumed command of the main fleet
                Resigned, became a journalist
                Tried covering the war, but soldiers don't talk to journalists
                Started covering politics, politicians love to talk.
                Couldn't stay out of the stories, thus became political
                Hired to run Merr-Sonn, and started selling guns","Mon Mar 07 11:05:55 2005","**NONE**","**NONE**","**NONE**","No idea if I'll return - school is gettin' rough. In the interm have fun folks.","","","Info comming soon"
"9240","BC_Shadowmoth","**NONE**","bcsp","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sun Mar 23 07:49:09 2014","**NONE**","**NONE**","**NONE**","","","","                         I have 1 @mail with 0 unread."
"9244","Stryker","Nick Stryker","Nick","Male","Human","Corellia","Unaffiliated","Independent","Smuggler","Gundark Industrial","Smuggler/Pilot/Miner/Information Broker/Stealth Recon.","Sat Feb 27 03:17:17 2016","**NONE**","[redacted-email]","[redacted]","","","","""Nothing Is Impossible If Done Right - Everything Has A Price.""

* Known by other Smugglers as ""Stryker"" or Ghost; Quick and Ruthless.
* Known by other Wookiees as the ""Shadow Champion"" or Chal'Chit in Shyriiwook.
* Known by all Ladies around, as the ""Witty Charmer"" or Tactful Gambler."
"9245","Rowantwo","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jul 30 01:48:47 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9246","Sari'an","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jun 25 16:32:23 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9249","fenzix","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jun 25 14:59:52 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9251","Rowan","**NONE**","**NONE**","male","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Sun Jul 31 23:37:26 2011","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9254","Mallaporin","Mallaporin","Wolverine","Male","Wookiee","","New Republic","Republic Military","**NONE**","","**NONE**","Sun Jun 14 18:33:14 2015","**NONE**","**NONE**","**NONE**","","","","I normally have a pretty busy schedule, so normally I'm on from 1800 to 0000 Mountain Time and sometimes in the morning, 0800-1000 Mountain Time of course."
"9257","Astara","**NONE**","**NONE**","Female","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Jun 23 19:55:24 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9264","Oscar","Oscar Saint-Just","**NONE**","Male","Human","Kuat","Imperial","**NONE**","Naval Officer","","**NONE**","Sat Mar 31 19:19:01 2018","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9277","Myiari","Myiari Oerstead","Myi","female","Human","Commenor","New Republic","Independent","Medic","","**NONE**","Fri Sep 21 07:10:30 2012","**NONE**","[redacted-email]","**NONE**","","","","**NONE**
--------------------------------< Awards: 1 >---------------------------------
        * Legend Status: awarded February 2011"
"9293","Shau'ri","Shau'ri Ayesha Vizjerei","Wildcat","Female","Part Human (Coruscanti/Hapan), Part Felinoid (Cathar).","Eliad (Minos Cluster)","New Republic","Republic Military","","","        ""I am what I am -- where I come from, where I've been, it shouldn't
         matter to you. Don't ask me why I fight, that is for me to know. Just
         let my blade dance through the air, its sound a swan song for those
         who oppose what its sharp metal stands for: Justice. Equality. Peace.
         Even if I never enjoy it in this lifetime, I'll gladly shed my blood so
         that others can live in Peace.""

 Aliases: Shiv (Knife/Blade), Sekhmet (Cathar Name), Wildcat (RepMil Callsign)
 Marital Status: Married to her job. All else is a temporary affair.

        Anouk -- Nobody's Wife

        I'm sorry but I ain't gonna change my ways
        you know I've tried but I'm still the same
        I've got to do it my own way

        It's too bad, but hey, that's me
        what goes around comes around, you'll see
        that I can carry the burden of pain
        'cause it ain't the first time that a man goes insane
        and when I spread my wings to embrace him for life
        I'm suckin' out his love, I, I'll never be nobody's wife

 New Republic Ground Forces -- Marine Credo:

        I am a member of the New Republic's Brave few.
        I will be swift, efficient and cunning.
        I will master the enemy.
        I will shoot him before he shoots me.
        I will protect my brothers, for they will protect me.
        I will hold the line to the last man.

        When I fall, I'll post guard at Heaven's Gates with my fellow Brothers
        that fell before me.

        I am a Marine.
----------------------------< Physical Appearance >----------------------------
 Actress: In SW1: The Movie, Shau'ri Ayesha Vizjerei would be best portrayed by
          a young Angelina Jolie (albeit with a few physical modifications).","Wed Feb 06 19:31:38 2008","[redacted]","[redacted-email]","[redacted]","","","","All interactions with this character are logged. Please, page or @mail
        if you have any objections or concerns.
 SW:ANT Old Alt: Shaiel (Shai) Caeridwen, New Republic Diplomat/Spy
 Random Image: +bg shau 21 for the full image listing.
     http://photobucket.com/albums/f29/MagicaLuna/RPG/Wildcat/Wildcat1.jpg      
 Random Themesong: +bg shau 22 for the full IC soundtrack.
                     ""Aces High"" - Iron Maiden (Powerslave)                     

--=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=--
   I have 6 @mails, 0 unread. My +finger info has been checked 1 times today.   

                 Originally Created: Wed Jun 25 10:31:25 2003.                  

                     Return Date: Tue Jun 07 20:21:42 2005.                     

                         IC Age: 42yrs 21d  2h 39m  1s.                         
--=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=-=*=--"
"9311","Lynae","Lynae Cassius","Lyn","Female","Human","","Unaffiliated","Caspar","**NONE**","","**NONE**","Tue Jun 23 22:03:16 2026","[redacted]","**NONE**","[redacted]","","","","Courage is not the absence of fear but, rather, the recognition that there is something more important than your own fear.""
Random(10/10)
*       ""Just because I am, frequently, at fault, doesn't mean I am at fault, by default.""

Theme song: https://www.youtube.com/watch?v=GZ3zL7kT6_c
Born on: Thu Jul 21 23:32:56 2005
Roaming the galaxy again for: 14y 114d 4m 24s
Mail: 8@mails, 0 unread."
"9322","Jae","Jae Ten","**NONE**","Male","Sullustan","","Unaffiliated","Independent","**NONE**","","**NONE**","Tue May 26 10:40:20 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9336","Duval","**NONE**","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Wed Nov 29 15:51:10 2017","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9338","Dash","**NONE**","**NONE**","**NONE**","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Thu Jun 21 07:45:25 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9341","Storn","Jacob Storn","**NONE**","Male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Fri Jan 29 13:35:12 2016","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"9348","Zadix","Zadix Haverdorn","**NONE**","Male","Human","Nar Shaddaa","Unaffiliated","Independent","Independent Mercenary","","BRIEF SUMMARY:Orphan from Nar Shaddaa, grew up street rat with two other orphans whom he considered to be his family. After years of working together to stay alive by stealing and fighting, a horrible tragedy occured whilst Zadix was away and upon his return home he found his family with their throats slit. Fleeing from this, he stowed away on ships to travel the galaxy, training his body so he would never be unable to protect those close to him and wishing to prove his strength.","Fri Jun 15 16:29:29 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9354","Tal'sin","Tal'sin Secura","Tal","Male","Twi'lek","","Unaffiliated","Independent","**NONE**","","**NONE**","Sun Feb 15 03:04:12 2009","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9355","Tkik","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Mon Jun 11 21:08:27 2012","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"9359","Cyrus","Cyrus Fenner","**NONE**","male","Human","Alderaan","Imperial","**NONE**","Soldier","","**NONE**","Thu Jun 14 13:10:41 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9361","Targon","**NONE**","**NONE**","male","**NONE**","","**NONE**","**NONE**","**NONE**","","**NONE**","Sat Mar 03 16:36:49 2012","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9382","Dahje","**NONE**","**NONE**","Male","Human","","Unaffiliated","Independent","**NONE**","","**NONE**","Thu Aug 20 00:57:20 2015","**NONE**","**NONE**","**NONE**","","","","**NONE**"
"9395","Kyrin","Kyrin Sh'vani","Kyr","Female","Near Human","Chylene","New Republic","Republic Military","Starfighter Pilot, Rogue Squadron","","**NONE**","Sat May 16 00:37:24 2015","**NONE**","[redacted-email]","**NONE**","","","","**NONE**"
"9407","Johanna","Johanna Siri te Danaan","Joh","Female","Human","Tatooine","Unknown","Republic Military","Mother/Pilot/Jedi","","Faith is the sister of Justice.","Tue Jun 23 16:18:33 2026","[redacted]","","[redacted]","Mailyn says, ""what about the GOOD NEWS BIBLE?""
Mailyn says, ""the one in modern hip talk.""
Johanna says, ""the good news bible is not in modern talk""
Johanna says, ""well""
Johanna says, ""not in 2005 talk""
Johanna says, ""all ""And then Jesus rolled up to Judas and was all ""why you be frontin'! Why you be hatin'! Don't hate a brotha!"" and the Romans busted out all kinds of ill shit and threw jesus in lockup""""","","","In SW1: The Movie, Johanna would be played by either Jocelin Donahue or a younger Frances O'Connor.

I have been here for: 9553d  7h 12m 46s. (GIGGITY!)
--------------------------------< Awards: 3 >---------------------------------
        * MUSHY: Best Actress (2006)
        * MUSHY: Hall of Fame inductee (2008)
        * Legend Status: awarded May 2002"
